Symbol,Date,Open,High,Low,Close,Percent Change,Volume
EHPL,3/20/2024,448,454,435.5,446,-0.0022,"3,931.00"
EHPL,3/19/2024,454,454,438,447,0.0022,"2,060.00"
EHPL,3/18/2024,436,448,436,446,0.0136,"2,320.00"
EHPL,3/17/2024,434.2,444.5,434.2,440,-0.0045,"5,542.00"
EHPL,3/14/2024,453.9,472,439,442,-0.0067,"4,697.00"
EHPL,3/13/2024,458,460,439,445,-0.0263,"3,510.00"
EHPL,3/12/2024,460,460,440.3,457,0.0077,"14,170.00"
EHPL,3/10/2024,465,465,437.7,453.5,-0.0053,"9,400.00"
EHPL,3/7/2024,456,465,436,455.9,0.0176,"4,620.00"
EHPL,3/6/2024,432,460,427,448,0.0182,"3,500.00"
EHPL,3/5/2024,463,463,428,440,-0.0308,"3,228.00"
EHPL,3/4/2024,436,454,436,454,0.0561,60
EHPL,3/3/2024,422.4,439.4,415.7,429.9,-0.0026,"1,733.00"
EHPL,2/29/2024,454,454,426.1,431,-0.0377,"11,405.00"
EHPL,2/28/2024,453.7,453.7,436.2,447.9,0.0067,"2,542.00"
EHPL,2/27/2024,431,452,431,444.9,0.0134,"5,645.00"
EHPL,2/26/2024,442.7,451.5,427.6,439,0.0113,"7,306.00"
EHPL,2/25/2024,434,440,433.2,434.1,-0.0168,"7,821.00"
EHPL,2/22/2024,440,449.9,426.5,441.5,-0.0163,"10,055.00"
EHPL,2/21/2024,461,461,443,448.8,-0.011,"4,700.00"
EHPL,2/20/2024,437.1,457,437.1,453.8,0.0175,"5,875.00"
EHPL,2/18/2024,453.1,453.1,440,446,-0.0304,"14,419.00"
EHPL,2/15/2024,459,467,451.7,460,0.0022,"5,888.00"
EHPL,2/14/2024,455.1,469.2,451.1,459,-0.0022,"12,975.00"
EHPL,2/13/2024,460.6,482.4,453.2,460,-0.0213,"26,241.00"
EHPL,2/12/2024,475,477,454,470,0.0021,"10,320.00"
EHPL,2/11/2024,489.6,489.6,460.4,469,-0.0229,"13,866.00"
EHPL,2/8/2024,480.2,500,475,480,0.0195,"45,682.00"
EHPL,2/7/2024,436.4,470.8,419,470.8,0.1,"56,759.00"
EHPL,2/6/2024,416,429,416,428,0.0142,"1,535.00"
EHPL,2/5/2024,428.2,436,416,422,0.005,"2,195.00"
EHPL,2/4/2024,407,432.7,407,419.9,0.0116,"6,209.00"
EHPL,2/1/2024,438,438,415.1,415.1,-0.0347,"7,371.00"
EHPL,1/31/2024,440.2,455,428,430,-0.0423,"15,281.00"
EHPL,1/30/2024,435,452,427.1,449,0.0322,"5,867.00"
EHPL,1/29/2024,411.6,436,411.6,435,0.0357,"7,795.00"
EHPL,1/28/2024,408,424,408,420,0.012,"9,098.00"
EHPL,1/25/2024,404.1,418,404.1,415,0.0073,"7,364.00"
EHPL,1/24/2024,415,420.2,408,412,-0.0072,"8,074.00"
EHPL,1/23/2024,406.1,419,392,415,0.0017,"12,373.00"
EHPL,1/22/2024,443.5,443.5,405,414.3,-0.0474,"13,585.00"
EHPL,1/21/2024,431,438,421,434.9,-0.0098,"4,405.00"
EHPL,1/18/2024,423,439.2,410.1,439.2,0.0231,"10,641.00"
EHPL,1/17/2024,486.5,486.5,429.3,429.3,-0.1,"15,315.00"
EHPL,1/16/2024,453.8,479.9,442,477,0.0302,"28,991.00"
EHPL,1/14/2024,459.9,471.2,443.5,463,-0.0132,"17,472.00"
EHPL,1/11/2024,488.5,488.5,442.4,469.2,-0.0205,"19,164.00"
EHPL,1/10/2024,471.1,480.5,432.5,479,0.037,"22,681.00"
EHPL,1/9/2024,422,461.9,408,461.9,0.0817,"25,258.00"
EHPL,1/8/2024,389,427.9,389,427,0.0758,"8,303.00"
EHPL,1/7/2024,400,421.9,374,396.9,-0.0028,"13,525.00"
EHPL,1/4/2024,403.9,411.9,390.1,398,-0.0146,"18,570.00"
